,mode_id,success,stable,severity,f_angle,f_freq,f_voltage,angle_sep_deg,freq_dev_hz,voltage_dip,sim_time
14,14,True,False,0.6413090520291922,0.5689111486102773,0.4303409917456129,0.9970729191506014,102.40400674984991,0.8606819834912258,0.9970729191506014,1.2949542999267578
15,15,True,False,0.593085609679143,0.396911642172588,0.5815199309249905,0.9969992234464056,71.44409559106585,1.163039861849981,0.9969992234464056,1.0643887519836426
16,16,True,False,0.5012694733832345,0.37484352264632537,0.2584071372451291,0.9969837109951579,67.47183407633857,0.5168142744902582,0.9969837109951579,1.196671724319458
17,17,True,False,0.8770847444574265,1.0,0.5113150320211126,0.9970239458085933,180.31321823950614,1.0226300640422252,0.9970239458085933,0.3035087585449219
18,18,True,False,0.6102634555338063,0.5248734137687525,0.3942568895264742,0.997050105071246,94.47721447837544,0.7885137790529484,0.997050105071246,1.2597315311431885
19,19,True,False,0.8532999506526574,1.0,0.41604709384274585,0.9971527087678839,182.6556302353024,0.8320941876854917,0.9971527087678839,0.28555917739868164
20,20,True,False,0.8448277181762506,1.0,0.3822129697351997,0.9970979029698025,182.00473150753666,0.7644259394703994,0.9970979029698025,0.5170562267303467
21,21,True,False,0.48262334088449865,0.3405287399700041,0.25243744245914,0.9969984411388465,61.295173194600736,0.50487488491828,0.9969984411388465,0.9629158973693848
22,22,True,False,0.8667944480463023,1.0,0.47007816056328267,0.9970996316219268,180.61947172789303,0.9401563211265653,0.9970996316219268,0.2845158576965332
23,23,False,False,1.0,1.0,1.0,1.0,,,,0.3576653003692627
24,24,True,False,0.47236509171171925,0.3235962001005178,0.24527856067911102,0.9969894059667304,58.24731601809321,0.49055712135822205,0.9969894059667304,0.9562299251556396
25,25,True,False,0.6404311573762466,0.575641997272262,0.4134012520016519,0.9970393829588106,103.61555950900716,0.8268025040033038,0.9970393829588106,1.220754623413086
26,26,True,False,0.8892068964683187,0.8616629019260986,0.8365033963626161,0.9969983856584617,155.09932234669776,1.6730067927252321,0.9969983856584617,1.087986707687378
27,27,True,False,0.6582366070364324,0.5916314366474771,0.4526191046634196,0.9970644501873559,106.49365859654588,0.9052382093268392,0.9970644501873559,1.2588591575622559
28,28,True,False,0.6941303560899683,0.6463741155420236,0.4867193090823321,0.9970538841934939,116.34734079756424,0.9734386181646641,0.9970538841934939,1.0491909980773926
29,29,True,False,0.8031090767884936,0.7781577650239058,0.6591118906266651,0.9970088864794977,140.06839770430304,1.3182237812533302,0.9970088864794977,1.3309683799743652
30,30,True,False,0.4897429320423268,0.27210726873877805,0.4178103652619747,0.9969468254297764,48.97930837298005,0.8356207305239494,0.9969468254297764,0.9193203449249268
31,31,True,False,0.8895298268162085,0.8328514340350397,0.8953781789835027,0.997038260211252,149.91325812630714,1.7907563579670054,0.997038260211252,1.3110237121582031
32,32,True,False,0.7468250547532441,0.7008303186238444,0.5885664064822045,0.9970731752830834,126.14945735229199,1.177132812964409,0.9970731752830834,1.0632612705230713
33,33,True,False,0.5644778383416131,0.45777073341683083,0.34531012816301754,0.9970597583697733,82.39873201502955,0.6906202563260351,0.9970597583697733,1.0599291324615479
34,34,True,False,0.5328062120111827,0.4195188212389692,0.2951694257858364,0.9970177797809562,75.51338782301445,0.5903388515716728,0.9970177797809562,1.3043830394744873
35,35,True,False,0.837549795736394,1.0,0.35312293349641166,0.9970762494491643,180.8163889312673,0.7062458669928233,0.9970762494491643,0.2846641540527344
36,36,True,False,0.48538751174397043,0.2276365969253022,0.4893618657002179,0.9969149874250594,40.974587446554395,0.9787237314004358,0.9969149874250594,1.0355949401855469
